"Year","Trade.Flow","Reporter","Commodity.Code","Trade.Value..US..","Group"
2013,"Exports","Rep. of Moldova",201,415359,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",201,535604,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",201,961071,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",201,1397440,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",201,1941206,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",201,2059776,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",201,1002943,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,2569959,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,4149711,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,4223642,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,3046314,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,2669867,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,2851615,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,5189562,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,3067753,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,5016716,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,5804390,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,4058286,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",201,3377440,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Rep. of Moldova",201,267280,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Rep. of Moldova",201,193264,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Rep. of Moldova",201,595615,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Rep. of Moldova",201,1078002,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Rep. of Moldova",201,988055,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Rep. of Moldova",201,1446399,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Rep. of Moldova",201,177413,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,2040539,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,507025,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,137049,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,1148368,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,2871105,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,1597176,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,1215356,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,2669012,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,3723848,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,3928273,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,1625380,"СНГ, без Казахстана и Белоруссии"
2014,"Exports","Ukraine",201,1509666,"СНГ, без Казахстана и Белоруссии"
2015,"Imports","Armenia",201,2054,"СНГ, без Казахстана и Белоруссии"
2015,"Imports","Armenia",201,81,"СНГ, без Казахстана и Белоруссии"
2015,"Imports","Armenia",201,59,"СНГ, без Казахстана и Белоруссии"
2015,"Imports","Armenia",201,2886,"СНГ, без Казахстана и Белоруссии"
2015,"Exports","Rep. of Moldova",201,65,"СНГ, без Казахстана и Белоруссии"
2015,"Exports","Rep. of Moldova",201,67,"СНГ, без Казахстана и Белоруссии"
2015,"Exports","Ukraine",201,199566,"СНГ, без Казахстана и Белоруссии"
2015,"Exports","Ukraine",201,2007558,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,7819,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,15470,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,54995,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,15586,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,23610,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,9048,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,8945,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Azerbaijan",201,19423,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,1130,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,264,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,1845,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,3488,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,4427,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,171,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,8502,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,9593,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,13220,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,12601,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,3776,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Armenia",201,7129,"СНГ, без Казахстана и Белоруссии"
2016,"Imports","Kyrgyzstan",201,30,"СНГ, без Казахстана и Белоруссии"
2016,"Exports","Ukraine",201,22,"СНГ, без Казахстана и Белоруссии"
2016,"Exports","Ukraine",201,38,"СНГ, без Казахстана и Белоруссии"
2016,"Exports","Ukraine",201,177,"СНГ, без Казахстана и Белоруссии"
2016,"Exports","Ukraine",201,12,"СНГ, без Казахстана и Белоруссии"
2016,"Exports","Ukraine",201,103,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Azerbaijan",201,17764,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Azerbaijan",201,14780,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Azerbaijan",201,19881,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Azerbaijan",201,20991,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,5420,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,4557,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,5106,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,5761,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,4308,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,3066,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,6861,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,4194,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,5234,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,6879,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Armenia",201,3720,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Kyrgyzstan",201,787,"СНГ, без Казахстана и Белоруссии"
2017,"Imports","Kyrgyzstan",201,25,"СНГ, без Казахстана и Белоруссии"
2017,"Exports","Ukraine",201,26,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Azerbaijan",201,14050,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Azerbaijan",201,17760,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Azerbaijan",201,15455,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Azerbaijan",201,21864,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,1103,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,1966,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,12924,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,4976,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,5840,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,10512,"СНГ, без Казахстана и Белоруссии"
2018,"Exports","Armenia",201,287,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,9061,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,864,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,3612,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,15263,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,12731,"СНГ, без Казахстана и Белоруссии"
2018,"Imports","Armenia",201,19506,"СНГ, без Казахстана и Белоруссии"
2018,"Exports","Ukraine",201,38,"СНГ, без Казахстана и Белоруссии"
2018,"Exports","Ukraine",201,94,"СНГ, без Казахстана и Белоруссии"
2018,"Exports","Ukraine",201,101,"СНГ, без Казахстана и Белоруссии"
2018,"Exports","Ukraine",201,87,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Azerbaijan",201,27453,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Azerbaijan",201,19397,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Azerbaijan",201,19991,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Azerbaijan",201,19674,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Azerbaijan",201,8609,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Azerbaijan",201,8797,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Azerbaijan",201,9338,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,947,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,192,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,1044,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,28101,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,17626,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,15668,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,107,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,2540,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,3328,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,347,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,1202,"СНГ, без Казахстана и Белоруссии"
2019,"Imports","Armenia",201,166,"СНГ, без Казахстана и Белоруссии"
2019,"Exports","Ukraine",201,181,"СНГ, без Казахстана и Белоруссии"
2019,"Exports","Ukraine",201,61,"СНГ, без Казахстана и Белоруссии"
2019,"Exports","Ukraine",201,34,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Azerbaijan",201,10469,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Azerbaijan",201,8610,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Azerbaijan",201,11215,"СНГ, без Казахстана и Белоруссии"
2020,"Exports","Armenia",201,10017,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Armenia",201,16323,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Armenia",201,2866,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Armenia",201,5445,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Armenia",201,634,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Armenia",201,1184,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Kyrgyzstan",201,1247,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Rep. of Moldova",201,30839,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Rep. of Moldova",201,43489,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Rep. of Moldova",201,43823,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Rep. of Moldova",201,38353,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Rep. of Moldova",201,27304,"СНГ, без Казахстана и Белоруссии"
2020,"Imports","Rep. of Moldova",201,53586,"СНГ, без Казахстана и Белоруссии"
2020,"Exports","Ukraine",201,378,"СНГ, без Казахстана и Белоруссии"
2020,"Exports","Ukraine",201,372,"СНГ, без Казахстана и Белоруссии"
2020,"Exports","Ukraine",201,66,"СНГ, без Казахстана и Белоруссии"
2020,"Exports","Ukraine",201,61,"СНГ, без Казахстана и Белоруссии"
2020,"Exports","Ukraine",201,160,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,61892,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,60914,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,27953,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,504656,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,280165,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,140413,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,348700,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,353363,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,489237,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,776100,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Rep. of Moldova",202,944537,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,1932930,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,3596705,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,7273626,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,8112710,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,4011701,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,3606913,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,3387579,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,3100642,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,3510456,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,3717539,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,538378,"СНГ, без Казахстана и Белоруссии"
2010,"Exports","Ukraine",202,830503,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,233386,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,151954,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,466030,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,164436,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,386794,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,289137,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,644496,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,763217,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,552912,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,583560,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,983059,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Rep. of Moldova",202,632703,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,435902,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,3499530,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,5961770,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,3606538,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,2990358,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,4805662,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,5289298,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,1656273,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,1885378,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,1182890,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,2232536,"СНГ, без Казахстана и Белоруссии"
2011,"Exports","Ukraine",202,1331389,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,291186,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,226041,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,328350,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,542659,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,635147,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,369746,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,406594,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,509019,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,546066,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,644475,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,371548,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Rep. of Moldova",202,116290,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,1619062,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,1983940,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,2959382,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,3306636,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,2181398,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,1605038,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,1951567,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,2932746,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,2367091,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,2560185,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,1853596,"СНГ, без Казахстана и Белоруссии"
2012,"Exports","Ukraine",202,1071994,"СНГ, без Казахстана и Белоруссии"
2013,"Imports","Armenia",202,18,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,384847,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,289353,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,294008,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,72205,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,47324,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,141042,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,134677,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Rep. of Moldova",202,327798,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,781267,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,592236,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,1214549,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,1380344,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,1709531,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,2107894,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,2038407,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,1333015,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,2658028,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,3690555,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,3405283,"СНГ, без Казахстана и Белоруссии"
2013,"Exports","Ukraine",202,1745889,"СНГ, без Казахстана и Белоруссии"
2014,"Imports","Armenia",202,24,"СНГ, без Казахстана и Белоруссии"
2014,"Imports","Armenia",202,10,"СНГ, без Казахстана и Белоруссии"
